Clinic Name,Exact Item Name (Inventory),Fuzzy Item Name (Clinic-Requested),SKU ID,Season (Needed By),Frequency,Volume
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,49
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrsh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,58
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,88
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,toothpast - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,117
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-poder-22oz,KEN-381371178650,Summer–Fall,Ongoing,66
Clinic 3,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,22
Clinic 3,,protective gear set,,Summer–Fall,Ongoing,61
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,67
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlrhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,21
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,35
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,29
Clinic 3,,protective gear set,,Summer–Fall,As Needed,62
Clinic 3,,protective gear set,,Summer–Fall,As Needed,23
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,59
Clinic 3,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Summer–Fall,Ongoing,27
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,39
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,gea open season tothbrsh 2022,OS-11870-TBS22,Summer–Fall,As Needed,110
Clinic 3,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free configure,BD-309653,Summer–Fall,Ongoing,25
Clinic 3,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight-fabric-face-cover-not-a-medical-maks-single-use,BC-ST323,Summer–Fall,As Needed,89
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tootpste - individually boxed,DK-RTP27B,Summer–Fall,As Needed,43
Clinic 3,,clinic ppe bundle,,Summer–Fall,Ongoing,68
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,82
Clinic 3,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-clear-1-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930480NSB,Summer–Fall,Ongoing,49
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,As Needed,96
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste - individually boxed,DK-RTP27B,Summer–Fall,As Needed,35
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,53
Clinic 3,,clinic ppe bundle,,Summer–Fall,As Needed,28
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,40
Clinic 3,,clinic ppe bundle,,Summer–Fall,As Needed,62
Clinic 3,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asst colos",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,37
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,69
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,88
Clinic 3,,protective gear set,,Summer–Fall,As Needed,32
Clinic 3,,protective gear set,,Summer–Fall,Ongoing,29
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tootpste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,50
Clinic 3,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in fliplock,HS-SND486,Summer–Fall,Ongoing,49
Clinic 3,PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930400,Summer–Fall,Ongoing,45
Clinic 3,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile glovs, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,12
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tootpste---individually-boxed,DK-RTP27B,Summer–Fall,Ongoing,53
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Summer–Fall,As Needed,53
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,43
Clinic 3,,protective gear set,,Summer–Fall,Ongoing,26
Clinic 3,,protective gear set,,Summer–Fall,As Needed,23
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,gehaopen-season-tothbrsh-2022,OS-11870-TBS22,Summer–Fall,As Needed,65
Clinic 3,,mask + gloves kit,,Summer–Fall,Ongoing,35
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,78
Clinic 3,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60mlll latex free configure,BD-309653,Summer–Fall,As Needed,24
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,40
Clinic 3,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free configure,BD-309653,Summer–Fall,As Needed,49
Clinic 3,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Summer–Fall,As Needed,16
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 m applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,24
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,27
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,73
Clinic 3,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe    10ml  ll  sterile  bd  luer-lok  tip  syringe,  disposable,  precisionglide  needle",BD-309642-20,Summer–Fall,Ongoing,11
Clinic 3,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,Ongoing,85
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,19
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,toothpaste - individually boxed,DK-RTP27B,Summer–Fall,As Needed,63
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,42
Clinic 3,,protective gear set,,Summer–Fall,As Needed,61
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,53
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,As Needed,91
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,20
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,55
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,44
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrsh2022,OS-11870-TBS22,Summer–Fall,Ongoing,36
Clinic 3,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Summer–Fall,As Needed,56
Clinic 3,,clinic ppe bundle,,Summer–Fall,As Needed,60
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Summer–Fall,Ongoing,13
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,11
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tootpste---individually-boxed,DK-RTP27B,Summer–Fall,As Needed,79
Clinic 3,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Summer–Fall,Ongoing,44
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate  /  isopropyl  alcohol  sterile,BD-930715,Summer–Fall,Ongoing,34
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,28
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tothpast - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,96
Clinic 3,,clinic ppe bundle,,Summer–Fall,As Needed,21
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,50
Clinic 3,,protective gear set,,Summer–Fall,As Needed,27
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,94
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,16
Clinic 3,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in flilock,HS-SND486,Summer–Fall,Ongoing,21
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,68
Clinic 3,,clinic ppe bundle,,Summer–Fall,As Needed,18
Clinic 3,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Summer–Fall,Ongoing,21
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,78
Clinic 3,,protective gear set,,Summer–Fall,As Needed,38
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,Ongoing,39
Clinic 3,PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930700,Summer–Fall,Ongoing,40
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,73
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,As Needed,36
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep soltion chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,16
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,As Needed,63
Clinic 3,PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopopyl alcohol sterile,BD-930400,Summer–Fall,As Needed,47
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,10
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,34
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-hi-lite-orange™-10.5-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930715,Summer–Fall,Ongoing,29
Clinic 3,,protective gear set,,Summer–Fall,As Needed,68
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,37
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,59
Clinic 3,,protective gear set,,Summer–Fall,Ongoing,63
Clinic 3,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free onfigure,BD-309653,Summer–Fall,As Needed,13
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,16
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,48
Clinic 3,,clinic ppe bundle,,Summer–Fall,As Needed,54
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Summer–Fall,As Needed,28
Clinic 3,,clinic ppe bundle,,Summer–Fall,As Needed,19
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrsh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,106
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,83
Clinic 3,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Summer–Fall,Ongoing,112
Clinic 3,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile  gloves,  powder  free,  non  sterile  size  large  ambidextrous  asst  colors",GEN-EG-NITRILE-LG,Summer–Fall,As Needed,27
Clinic 3,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face covernot a medical masc single use,BC-ST323,Summer–Fall,Ongoing,95
Clinic 3,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Summer–Fall,Ongoing,64
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrsh 202,OS-11870-TBS22,Summer–Fall,Ongoing,63
Clinic 3,,protective gear set,,Summer–Fall,As Needed,25
Clinic 3,,clinic ppe bundle,,Summer–Fall,As Needed,51
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Summer–Fall,As Needed,80
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,93
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,104
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,66
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,80
Clinic 3,,protective gear set,,Summer–Fall,Ongoing,25
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe  and  vitamin  e  cornstarch  powder  22oz,KEN-381371178650,Summer–Fall,Ongoing,98
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,55
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,87
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,45
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,48
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,31
Clinic 3,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free configure,BD-309653,Summer–Fall,Ongoing,22
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,40
Clinic 3,,protective gear set,,Summer–Fall,As Needed,61
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,toothpast - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,49
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,99
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,76
Clinic 3,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight  fabric  face  cover  not  a  medical  maks  single  use,BC-ST323,Summer–Fall,Ongoing,66
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe ad vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,68
Clinic 3,,protective gear set,,Summer–Fall,As Needed,45
Clinic 3,TOOTHPASTE - INDIVIDUALLY BOXED,tothpast - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,116
Clinic 3,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,104
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,15
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,18
Clinic 3,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,14
Clinic 3,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,As Needed,79
Clinic 3,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe  10ml ll sterile bd luer-lok tip syringe, disposable, precisionglide needle",BD-309642-20,Summer–Fall,Ongoing,26
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,36
Clinic 3,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free configure,BD-309653,Summer–Fall,Ongoing,13
Clinic 3,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Summer–Fall,Ongoing,29
Clinic 3,,mask + gloves kit,,Summer–Fall,As Needed,46
Clinic 3,,clinic ppe bundle,,Summer–Fall,Ongoing,34
